node_id,x,y,z
0,6.9070219826320445,0.08123140072417218,0.0
1,6.9070219826320445,0.08123140072417218,0.0
2,13.327917577031682,3.455850292616867,0.0
3,13.327917577031682,3.455850292616867,0.0
4,6.130652205234876,18.433753090199755,0.0
5,6.130652205234876,18.433753090199755,0.0
6,11.239642154186349,8.178697620081882,0.0
7,11.239642154186349,8.178697620081882,0.0
8,21.953599103568784,7.748344911381717,0.0
9,21.953599103568784,7.748344911381717,0.0
10,24.543367997603102,21.480602894431662,0.0
11,24.543367997603102,21.480602894431662,0.0
12,19.060989599335024,7.992223643482187,0.0
13,19.060989599335024,7.992223643482187,0.0
14,9.702955552290327,0.6784467861380477,0.0
15,9.702955552290327,0.6784467861380477,0.0
16,18.18117907232479,19.576695453757775,0.0
17,18.18117907232479,19.576695453757775,0.0
18,10.392177900876355,19.490481312022112,0.0
19,10.392177900876355,19.490481312022112,0.0
20,3.674943230972217,21.691039344055813,0.0
21,3.674943230972217,21.691039344055813,0.0
22,6.675012514563413,0.05091558993168038,0.0
23,6.675012514563413,0.05091558993168038,0.0
24,20.14765647422129,8.650907020493205,0.0
25,20.14765647422129,8.650907020493205,0.0
26,5.339322240939394,1.5802878348692353,0.0
27,5.339322240939394,1.5802878348692353,0.0
28,23.025688379832925,7.844782037245513,0.0
29,23.025688379832925,7.844782037245513,0.0
30,9.9795320782998,20.261602128424542,0.0
31,9.9795320782998,20.261602128424542,0.0
32,12.607523605918924,6.624741697896587,0.0
33,12.607523605918924,6.624741697896587,0.0
34,4.211978324190632,10.712400017495456,0.0
35,4.211978324190632,10.712400017495456,0.0
36,3.880377985588303,11.43637850407891,0.0
37,3.880377985588303,11.43637850407891,0.0
38,22.80807366998901,9.965676117209268,0.0
39,22.80807366998901,9.965676117209268,0.0
40,11.527715850143252,3.8187036005084485,0.0
41,11.527715850143252,3.8187036005084485,0.0
42,17.154472802694084,1.1309293934694686,0.0
43,17.154472802694084,1.1309293934694686,0.0
44,24.565561586199703,18.679322935264267,0.0
45,24.565561586199703,18.679322935264267,0.0
46,5.0465119961896026,14.942586895040106,0.0
47,5.0465119961896026,14.942586895040106,0.0
48,7.247815566273008,3.482449774932813,0.0
49,7.247815566273008,3.482449774932813,0.0
50,9.609841694010056,16.489848662247805,0.0
51,9.609841694010056,16.489848662247805,0.0
52,10.80629670097765,5.7115922230821194,0.0
53,10.80629670097765,5.7115922230821194,0.0
54,14.882807822760851,16.782950986009766,0.0
55,14.882807822760851,16.782950986009766,0.0
56,4.18596295442152,12.087829036267047,0.0
57,4.18596295442152,12.087829036267047,0.0
58,7.663383557585768,6.500139419828596,0.0
59,7.663383557585768,6.500139419828596,0.0
60,13.834929752641688,16.277601664886202,0.0
61,13.834929752641688,16.277601664886202,0.0
62,10.622854483083428,8.36205970761388,0.0
63,10.622854483083428,8.36205970761388,0.0
64,12.02466776859636,13.780868281641716,0.0
65,12.02466776859636,13.780868281641716,0.0
66,8.553398340362117,18.84912671635097,0.0
67,8.553398340362117,18.84912671635097,0.0
68,12.728660665115033,10.503942692958123,0.0
69,12.728660665115033,10.503942692958123,0.0
70,11.951147272188472,19.59245938432111,0.0
71,11.951147272188472,19.59245938432111,0.0
72,8.73924347547284,17.806267021743448,0.0
73,8.73924347547284,17.806267021743448,0.0
74,14.599642813164522,0.7246049347294734,0.0
75,14.599642813164522,0.7246049347294734,0.0
76,10.223263344505684,19.008478295363396,0.0
77,10.223263344505684,19.008478295363396,0.0
78,8.741785984196635,20.161683707249193,0.0
79,8.741785984196635,20.161683707249193,0.0
80,23.963317631473267,12.821323864325306,0.0
81,23.963317631473267,12.821323864325306,0.0
82,15.643531857038656,15.49262846165255,0.0
83,15.643531857038656,15.49262846165255,0.0
84,9.126431370739406,1.9212770458698127,0.0
85,9.126431370739406,1.9212770458698127,0.0
86,18.322668825520893,15.597283038414162,0.0
87,18.322668825520893,15.597283038414162,0.0
88,13.196832218659852,20.558781265118686,0.0
89,13.196832218659852,20.558781265118686,0.0
90,5.710647344588853,24.80890069324002,0.0
91,5.710647344588853,24.80890069324002,0.0
92,17.45430655306216,7.71350982114815,0.0
93,17.45430655306216,7.71350982114815,0.0
94,20.849482801875666,15.86147968665682,0.0
95,20.849482801875666,15.86147968665682,0.0
96,3.169137660167269,8.448079206174718,0.0
97,3.169137660167269,8.448079206174718,0.0
98,21.07955193193118,19.56267097040926,0.0
99,21.07955193193118,19.56267097040926,0.0
